year,sample_date,date,event_m,rank,mark,time_s,athlete,dob,country,position,age,venue,score,frac,frac_year,range,ratio
2023,1-Jan,19-Mar,Marathon,58,2:05:41,7541,Shifera TAMRU,1-Oct-98,ETH,2,24.47945205,Seoul (KOR),1210,0.216666667,2023.216667,,
2023,1-Jan,12-Feb,Marathon,59,2:05:42,7542,Abdisa TOLA,3-Oct-00,ETH,1,22.37534247,Dubai (UAE),1209,0.113888889,2023.113889,,
2023,1-Jan,19-Feb,Marathon,59,2:05:42,7542,Bethwel KIBET,4-Aug-91,KEN,5,31.56712329,Sevilla (ESP),1209,0.133333333,2023.133333,,
2023,1-Jan,24-Sep,Marathon,59,2:05:42,7542,Josphat BOIT,25-Nov-95,KEN,13,27.84931507,Berlin (GER),1209,0.730555556,2023.730556,,
2023,1-Jan,26-Nov,Marathon,59,2:05:42,7542,Solomon Kirwa YEGO,10-May-87,KEN,3,36.57260274,Shanghai (CHN),1209,0.902777778,2023.902778,,
2023,1-Jan,3-Dec,Marathon,63,2:05:43,7543,Mehdi FRÈRE,27-Jul-96,FRA,9,27.36986301,Valencia (ESP),1209,0.922222222,2023.922222,,
2023,1-Jan,24-Sep,Marathon,64,2:05:44,7544,Tadu ABATE,11-Sep-97,ETH,14,26.05205479,Berlin (GER),1209,0.730555556,2023.730556,,
2023,1-Jan,23-Apr,Marathon,65,2:05:45,7545,Leul GEBRESILASE,20-Sep-92,ETH,4,30.60821918,London (GBR),1208,0.311111111,2023.311111,,
2023,1-Jan,16-Apr,Marathon,66,2:05:46,7546,Dawit WOLDE,19-May-91,ETH,4,31.93150685,Rotterdam (NED),1208,0.291666667,2023.291667,,
2023,1-Jan,3-Dec,Marathon,66,2:05:46,7546,Gashau AYALE,22-Aug-96,ISR,10,27.29863014,Valencia (ESP),1208,0.922222222,2023.922222,,
2023,1-Jan,19-Feb,Marathon,68,2:05:47,7547,Enock ONCHARI,16-Jan-99,KEN,6,24.10958904,Sevilla (ESP),1208,0.133333333,2023.133333,,
2023,1-Jan,15-Oct,Marathon,69,2:05:48,7548,Lemi BERHANU,13-Sep-94,ETH,4,29.10684932,Amsterdam (NED),1207,0.788888889,2023.788889,,
2023,1-Jan,3-Dec,Marathon,69,2:05:48,7548,Tariku NOVALES,8-Mar-98,ESP,11,25.75616438,Valencia (ESP),1207,0.922222222,2023.922222,,
2023,1-Jan,12-Feb,Marathon,71,2:05:51,7551,Deresa GELETA,14-Jan-96,ETH,2,27.09863014,Dubai (UAE),1206,0.113888889,2023.113889,,
2023,1-Jan,5-Mar,Marathon,71,2:05:51,7551,Ichitaka YAMASHITA,29-Jul-97,JPN,7,25.61643836,Tokyo (JPN),1206,0.177777778,2023.177778,,
2023,1-Jan,19-Mar,Marathon,71,2:05:51,7551,Oqbe Kibrom RUESOM,1-Jan-98,ERI,4,25.22739726,Barcelona (ESP),1206,0.216666667,2023.216667,,
2023,1-Jan,3-Dec,Marathon,71,2:05:51,7551,Derseh KINDIE,4-Feb-99,ETH,12,24.84383562,Valencia (ESP),1206,0.922222222,2023.922222,,
2023,1-Jan,3-Dec,Marathon,75,2:05:52,7552,Girmaw AMARE,26-Oct-87,ISR,13,36.12876712,Valencia (ESP),1206,0.922222222,2023.922222,,
2023,1-Jan,19-Mar,Marathon,76,2:05:53,7553,Haftu TEKLU,21-Jan-00,ETH,3,23.17260274,Seoul (KOR),1206,0.216666667,2023.216667,,
2023,1-Jan,26-Nov,Marathon,76,2:05:53,7553,Kenneth KETER,4-Aug-96,KEN,4,27.32876712,Shanghai (CHN),1206,0.902777778,2023.902778,,
2023,1-Jan,3-Dec,Marathon,76,2:05:53,7553,Nicolas NAVARRO,12-Mar-91,FRA,14,32.75068493,Valencia (ESP),1206,0.922222222,2023.922222,,
2023,1-Jan,12-Feb,Marathon,79,2:05:57,7557,Haymanot ALEW,11-Nov-97,ETH,3,25.27123288,Dubai (UAE),1205,0.113888889,2023.113889,,
2023,1-Jan,24-Sep,Marathon,79,2:05:57,7557,Justus KANGOGO,10-Oct-95,KEN,15,27.97534247,Berlin (GER),1205,0.730555556,2023.730556,,
2023,1-Jan,5-Mar,Marathon,81,2:05:59,7559,Kenya SONOTA,10-May-93,JPN,8,29.83835616,Tokyo (JPN),1204,0.177777778,2023.177778,,
2023,1-Jan,26-Feb,Marathon,82,2:06:01,7561,Hailemaryam KIROS,5-Feb-97,ETH,1,26.0739726,Osaka (JPN),1203,0.152777778,2023.152778,,
2023,1-Jan,26-Feb,Marathon,83,2:06:03,7563,Victor KIPLANGAT,10-Nov-99,UGA,2,23.31232877,Osaka (JPN),1203,0.152777778,2023.152778,,
2023,1-Jan,3-Dec,Marathon,84,2:06:04,7564,Haimro ALAME,8-Jun-90,ISR,15,33.50958904,Valencia (ESP),1202,0.922222222,2023.922222,,
2023,1-Jan,19-Feb,Marathon,85,2:06:07,7567,Mulugeta Asefa UMA,12-Mar-98,ETH,7,24.95890411,Sevilla (ESP),1201,0.133333333,2023.133333,,
2023,1-Jan,12-Feb,Marathon,86,2:06:08,7568,Gebretsadik ABRAHA,16-Jul-92,ETH,4,30.59726027,Dubai (UAE),1201,0.113888889,2023.113889,,
2023,1-Jan,16-Apr,Marathon,87,2:06:11,7571,Chala REGASA,30-Apr-97,ETH,5,25.97808219,Rotterdam (NED),1200,0.291666667,2023.291667,,
2023,1-Jan,8-Oct,Marathon,87,2:06:11,7571,Cyrus MUTAI,8-Jan-93,KEN,2,30.76712329,Eindhoven (NED),1200,0.769444444,2023.769444,,
2023,1-Jan,5-Mar,Marathon,89,2:06:13,7573,Suguru OSAKO,23-May-91,JPN,9,31.80547945,Tokyo (JPN),1200,0.177777778,2023.177778,,
2023,1-Jan,23-Apr,Marathon,90,2:06:18,7578,Martin KIPRUGUT KOSGEY,21-Mar-89,KEN,3,34.11232877,Hamburg (GER),1198,0.311111111,2023.311111,,
2023,1-Jan,26-Feb,Marathon,91,2:06:19,7579,Alphonce Felix SIMBU,14-Feb-92,TAN,3,31.05479452,Osaka (JPN),1198,0.152777778,2023.152778,,
2023,1-Jan,7-May,Marathon,92,2:06:26,7586,Sisay LEMMA,12-Dec-90,ETH,2,32.42191781,Praha (CZE),1196,0.35,2023.35,,
2023,1-Jan,19-Mar,Marathon,93,2:06:29,7589,Olika ADUGNA,12-Sep-99,ETH,4,23.53150685,Seoul (KOR),1195,0.216666667,2023.216667,,
2023,1-Jan,19-Mar,Marathon,94,2:06:32,7592,Joel Kemboi KIMURER,21-Jan-88,KEN,5,35.18082192,Barcelona (ESP),1194,0.216666667,2023.216667,,
2023,1-Jan,15-Oct,Marathon,95,2:06:34,7594,Bazezew ASMARE,11-Sep-96,ETH,5,27.10958904,Amsterdam (NED),1193,0.788888889,2023.788889,,
2023,1-Jan,15-Oct,Marathon,96,2:06:36,7596,Mulugeta DEBASU,2005,ETH,6,118.3808219,Amsterdam (NED),1192,0.788888889,2023.788889,,
2023,1-Jan,26-Feb,Marathon,97,2:06:37,7597,Charles Karanja KAMAU,5-Aug-97,KEN,4,25.57808219,Osaka (JPN),1192,0.152777778,2023.152778,,
2023,1-Jan,23-Apr,Marathon,98,2:06:38,7598,Seifu TURA,19-Jun-97,ETH,5,25.86027397,London (GBR),1192,0.311111111,2023.311111,,
2023,1-Jan,12-Feb,Marathon,99,2:06:39,7599,Abraraw MISGANAW,5-Sep-88,ETH,5,34.46027397,Dubai (UAE),1192,0.113888889,2023.113889,,
2023,1-Jan,26-Feb,Marathon,100,2:06:42,7602,Stephen MOKOKA,31-Jan-85,RSA,5,38.09589041,Osaka (JPN),1191,0.152777778,2023.152778,,
2022,1-Jan,25-Sep,Marathon,1,2:01:09,7269,Eliud KIPCHOGE,5-Nov-84,KEN,1,37.91232877,Berlin (GER),1296,0.733333333,2022.733333,349,1.048012106
2022,1-Jan,4-Dec,Marathon,2,2:01:53,7313,Kelvin KIPTUM,2-Dec-99,KEN,1,23.02191781,Valencia (ESP),1282,0.925,2022.925,,
2022,1-Jan,6-Mar,Marathon,3,2:02:40,7360,Eliud KIPCHOGE,5-Nov-84,KEN,1,37.35616438,Tokyo (JPN),1267,0.180555556,2022.180556,,
2022,1-Jan,4-Dec,Marathon,4,2:03:00,7380,Gabriel Gerald GEAY,10-Sep-96,TAN,2,26.24931507,Valencia (ESP),1260,0.925,2022.925,,
2022,1-Jan,6-Mar,Marathon,5,2:03:13,7393,Amos KIPRUTO,16-Sep-92,KEN,2,29.48767123,Tokyo (JPN),1256,0.180555556,2022.180556,,
2022,1-Jan,4-Dec,Marathon,6,2:03:29,7409,Alexander MUNYAO,10-Sep-96,KEN,3,26.24931507,Valencia (ESP),1251,0.925,2022.925,,
2022,1-Jan,4-Dec,Marathon,7,2:03:40,7420,Tamirat TOLA,11-Aug-91,ETH,4,31.3369863,Valencia (ESP),1248,0.925,2022.925,,
2022,1-Jan,6-Mar,Marathon,8,2:04:14,7454,Tamirat TOLA,11-Aug-91,ETH,3,30.5890411,Tokyo (JPN),1237,0.180555556,2022.180556,,
2022,1-Jan,9-Oct,Marathon,9,2:04:24,7464,Benson KIPRUTO,17-Mar-91,KEN,1,31.58630137,"Chicago, IL (USA)",1234,0.772222222,2022.772222,,
2022,1-Jan,4-Dec,Marathon,10,2:04:36,7476,Kaan Kigen ÖZBILEN,15-Jan-86,TUR,5,36.90958904,Valencia (ESP),1230,0.925,2022.925,,
2022,1-Jan,2-Oct,Marathon,11,2:04:39,7479,Amos KIPRUTO,16-Sep-92,KEN,1,30.0630137,London (GBR),1229,0.752777778,2022.752778,,
2022,1-Jan,20-Feb,Marathon,12,2:04:43,7483,Asrar HIYRDEN,25-Nov-99,ETH,1,22.25479452,Sevilla (ESP),1228,0.136111111,2022.136111,,
2022,1-Jan,17-Apr,Marathon,12,2:04:43,7483,Mosinet GEREMEW,12-Feb-92,ETH,1,30.19726027,Seoul (KOR),1228,0.294444444,2022.294444,,
2022,1-Jan,24-Apr,Marathon,14,2:04:47,7487,CyBrian KOTUT,6-Jun-92,KEN,1,29.90136986,Hamburg (GER),1226,0.313888889,2022.313889,,
2022,1-Jan,24-Apr,Marathon,15,2:04:48,7488,Stephen KISSA,1-Dec-88,UGA,2,33.41643836,Hamburg (GER),1226,0.313888889,2022.313889,,
2022,1-Jan,17-Apr,Marathon,16,2:04:49,7489,Herpasa NEGASA,11-Sep-93,ETH,2,28.61643836,Seoul (KOR),1226,0.294444444,2022.294444,,
2022,1-Jan,9-Oct,Marathon,16,2:04:49,7489,Seifu TURA,19-Jun-97,ETH,2,25.32328767,"Chicago, IL (USA)",1226,0.772222222,2022.772222,,
2022,1-Jan,16-Oct,Marathon,16,2:04:49,7489,Tsegaye GETACHEW,30-Nov-96,ETH,1,25.89315068,Amsterdam (NED),1226,0.791666667,2022.791667,,
2022,1-Jan,17-Apr,Marathon,19,2:04:51,7491,Daniel DO NASCIMENTO,28-Jul-98,BRA,3,23.7369863,Seoul (KOR),1225,0.294444444,2022.294444,,
2022,1-Jan,16-Oct,Marathon,20,2:04:54,7494,Titus KIPRUTO,25-Jun-98,KEN,2,24.3260274,Amsterdam (NED),1224,0.791666667,2022.791667,,
2022,1-Jan,10-Apr,Marathon,21,2:04:56,7496,Abdi NAGEEYE,2-Mar-89,NED,1,33.12876712,Rotterdam (NED),1224,0.275,2022.275,,
2022,1-Jan,10-Apr,Marathon,21,2:04:56,7496,Leul GEBRESILASE,20-Sep-92,ETH,2,29.57260274,Rotterdam (NED),1224,0.275,2022.275,,
2022,1-Jan,4-Dec,Marathon,21,2:04:56,7496,Chalu DESO,14-Dec-97,ETH,6,24.9890411,Valencia (ESP),1224,0.925,2022.925,,
2022,1-Jan,16-Oct,Marathon,24,2:04:57,7497,Bazezew ASMARE,11-Sep-96,ETH,3,26.11232877,Amsterdam (NED),1223,0.791666667,2022.791667,,
2022,1-Jan,9-Oct,Marathon,25,2:05:01,7501,John KORIR,2-Dec-96,KEN,3,25.86849315,"Chicago, IL (USA)",1222,0.772222222,2022.772222,,
2022,1-Jan,16-Oct,Marathon,26,2:05:04,7504,Abraham KIPTOO,16-Jul-99,KEN,4,23.26849315,Amsterdam (NED),1221,0.791666667,2022.791667,,
2022,1-Jan,3-Apr,Marathon,27,2:05:05,7505,Titus KIPRUTO,25-Jun-98,KEN,1,23.7890411,Milano (ITA),1221,0.255555556,2022.255556,,
2022,1-Jan,16-Oct,Marathon,27,2:05:05,7505,Mohamed ESA,11-Sep-00,ETH,5,22.10958904,Amsterdam (NED),1221,0.791666667,2022.791667,,
2022,1-Jan,3-Apr,Marathon,29,2:05:07,7507,Chalu DESO,14-Dec-97,ETH,1,24.31780822,Paris (FRA),1220,0.255555556,2022.255556,,
2022,1-Jan,24-Apr,Marathon,29,2:05:07,7507,Workineh TADESE,13-Dec-00,ETH,3,21.37534247,Hamburg (GER),1220,0.313888889,2022.313889,,
2022,1-Jan,24-Apr,Marathon,31,2:05:09,7509,Victor KIPLANGAT,10-Nov-99,UGA,4,22.46849315,Hamburg (GER),1220,0.313888889,2022.313889,,
2022,1-Jan,3-Apr,Marathon,32,2:05:10,7510,Seifu TURA,19-Jun-97,ETH,2,24.80547945,Paris (FRA),1219,0.255555556,2022.255556,,
2022,1-Jan,20-Feb,Marathon,33,2:05:12,7512,Adeledelew MAMO,1999,ETH,2,116.7479452,Sevilla (ESP),1219,0.136111111,2022.136111,,
2022,1-Jan,10-Apr,Marathon,33,2:05:12,7512,Reuben Kiprop KIPYEGO,21-Aug-96,KEN,3,25.65205479,Rotterdam (NED),1219,0.275,2022.275,,
2022,1-Jan,2-Oct,Marathon,33,2:05:12,7512,Leul GEBRESILASE,20-Sep-92,ETH,2,30.05205479,London (GBR),1219,0.752777778,2022.752778,,
2022,1-Jan,16-Oct,Marathon,36,2:05:15,7515,CyBrian KOTUT,6-Jun-92,KEN,6,30.38082192,Amsterdam (NED),1218,0.791666667,2022.791667,,
2022,1-Jan,2-Oct,Marathon,37,2:05:19,7519,Bashir ABDI,10-Feb-89,BEL,3,33.6630137,London (GBR),1216,0.752777778,2022.752778,,
2022,1-Jan,3-Apr,Marathon,38,2:05:20,7520,Daniel KIBET,17-May-96,KEN,2,25.89589041,Milano (ITA),1216,0.255555556,2022.255556,,
2022,1-Jan,17-Dec,Marathon,38,2:05:20,7520,Timothy KIPLAGAT,18-Sep-93,KEN,1,29.26575342,Abu Dhabi (UAE),1216,0.961111111,2022.961111,,
2022,1-Jan,3-Apr,Marathon,40,2:05:22,7522,Morhad AMDOUNI,21-Jun-88,FRA,3,33.80547945,Paris (FRA),1215,0.255555556,2022.255556,,
2022,1-Jan,10-Apr,Marathon,41,2:05:23,7523,Bashir ABDI,10-Feb-89,BEL,4,33.18356164,Rotterdam (NED),1215,0.275,2022.275,,
2022,1-Jan,2-Oct,Marathon,42,2:05:27,7527,Kinde ATANAW,15-Apr-93,ETH,4,29.48493151,London (GBR),1214,0.752777778,2022.752778,,
2022,1-Jan,6-Mar,Marathon,43,2:05:28,7528,Kengo SUZUKI,11-Jun-95,JPN,4,26.75342466,Tokyo (JPN),1214,0.180555556,2022.180556,,
2022,1-Jan,4-Dec,Marathon,44,2:05:29,7529,Milkesa MENGESHA,16-Apr-00,ETH,7,22.64931507,Valencia (ESP),1213,0.925,2022.925,,
2022,1-Jan,16-Oct,Marathon,45,2:05:32,7532,Nobert KIGEN,24-Jan-93,KEN,7,29.74520548,Amsterdam (NED),1212,0.791666667,2022.791667,,
2022,1-Jan,20-Feb,Marathon,46,2:05:34,7534,Ghirmay GHEBRESLASSIE,14-Nov-95,ERI,3,26.28767123,Sevilla (ESP),1212,0.136111111,2022.136111,,
2022,1-Jan,17-Jul,Marathon,47,2:05:36,7536,Tamirat TOLA,11-Aug-91,ETH,1,30.95342466,"Autzen Complex, Eugene, OR (USA)",1211,0.544444444,2022.544444,,
2022,1-Jan,4-Dec,Marathon,48,2:05:37,7537,Ronald KORIR,10-Apr-91,KEN,8,31.6739726,Valencia (ESP),1211,0.925,2022.925,,
2022,1-Jan,16-Oct,Marathon,49,2:05:41,7541,Laban Kipngetich KORIR,30-Jun-85,KEN,8,37.32054795,Amsterdam (NED),1210,0.791666667,2022.791667,,
2022,1-Jan,4-Dec,Marathon,50,2:05:44,7544,Philemon KIPLIMO,10-Oct-98,KEN,9,24.16712329,Valencia (ESP),1209,0.925,2022.925,,
2022,1-Jan,16-Oct,Marathon,51,2:05:45,7545,Adeledelew MAMO,1999,ETH,9,117.4,Amsterdam (NED),1208,0.791666667,2022.791667,,
2022,1-Jan,20-Feb,Marathon,52,2:05:52,7552,Adugna TAKELE,26-Feb-89,ETH,4,33.00547945,Sevilla (ESP),1206,0.136111111,2022.136111,,
2022,1-Jan,8-May,Marathon,53,2:05:53,7553,Yihunilign ADANE,29-Feb-96,ETH,1,26.20547945,Barcelona (ESP),1206,0.352777778,2022.352778,,
2022,1-Jan,2-Oct,Marathon,53,2:05:53,7553,Kenenisa BEKELE,13-Jun-82,ETH,5,40.33150685,London (GBR),1206,0.752777778,2022.752778,,
2022,1-Jan,8-May,Marathon,55,2:05:58,7558,Gebru REDAHGNE,23-Mar-00,ETH,2,22.13972603,Barcelona (ESP),1204,0.352777778,2022.352778,,
2022,1-Jan,25-Sep,Marathon,55,2:05:58,7558,Mark KORIR,6-Aug-88,KEN,2,34.15890411,Berlin (GER),1204,0.733333333,2022.733333,,
2022,1-Jan,3-Apr,Marathon,57,2:06:03,7563,Abayneh DEGU,1-Dec-98,ETH,4,23.35342466,Paris (FRA),1203,0.255555556,2022.255556,,
2022,1-Jan,8-May,Marathon,57,2:06:03,7563,Kebede TULU,15-Sep-96,ETH,3,25.66027397,Barcelona (ESP),1203,0.352777778,2022.352778,,
2022,1-Jan,29-May,Marathon,59,2:06:04,7564,Andualem BELAY,5-Apr-92,ETH,1,30.16712329,Ottawa (CAN),1202,0.411111111,2022.411111,,
2022,1-Jan,24-Apr,Marathon,60,2:06:05,7565,Abebe NEGEWO,20-May-84,ETH,5,37.95342466,Hamburg (GER),1202,0.313888889,2022.313889,,
2022,1-Jan,8-May,Marathon,61,2:06:08,7568,Mike Kiptum BOIT,14-Sep-92,KEN,4,29.66575342,Barcelona (ESP),1201,0.352777778,2022.352778,,
2022,1-Jan,23-Oct,Marathon,62,2:06:09,7569,Gebretsadik ABRAHA,16-Jul-92,ETH,1,30.29041096,Ljubljana (SLO),1201,0.811111111,2022.811111,,
2022,1-Jan,4-Dec,Marathon,62,2:06:09,7569,Goitom KIFLE,3-Dec-93,ERI,10,29.02191781,Valencia (ESP),1201,0.925,2022.925,,
2022,1-Jan,2-Oct,Marathon,64,2:06:11,7571,Birhanu LEGESE,11-Sep-94,ETH,6,28.07671233,London (GBR),1200,0.752777778,2022.752778,,
2022,1-Jan,30-Oct,Marathon,64,2:06:11,7571,Brimin KIPKORIR,25-May-89,KEN,1,33.45479452,Frankfurt (GER),1200,0.830555556,2022.830556,,
2022,1-Jan,6-Mar,Marathon,66,2:06:12,7572,Shura KITATA,9-Jun-96,ETH,5,25.75616438,Tokyo (JPN),1200,0.180555556,2022.180556,,
2022,1-Jan,23-Oct,Marathon,67,2:06:16,7576,Fikre BEKELE,11-Sep-98,ETH,1,24.13150685,Linz (AUT),1199,0.811111111,2022.811111,,
2022,1-Jan,3-Apr,Marathon,68,2:06:20,7580,Alphonce Felix SIMBU,14-Feb-92,TAN,3,30.15342466,Milano (ITA),1197,0.255555556,2022.255556,,
2022,1-Jan,10-Apr,Marathon,69,2:06:22,7582,Kenneth CHESERER,,KEN,5,122.3589041,Rotterdam (NED),1197,0.275,2022.275,,
2022,1-Jan,20-Feb,Marathon,70,2:06:25,7585,Awet HABTE,29-Sep-97,ERI,5,24.4109589,Sevilla (ESP),1196,0.136111111,2022.136111,,
2022,1-Jan,20-Feb,Marathon,70,2:06:25,7585,Ayad LAMDASSEM,11-Oct-81,ESP,6,40.3890411,Sevilla (ESP),1196,0.136111111,2022.136111,,
2022,1-Jan,23-Oct,Marathon,72,2:06:26,7586,Bethwel KIBET,4-Aug-91,KEN,2,31.24109589,Linz (AUT),1196,0.811111111,2022.811111,,
2022,1-Jan,5-Mar,Marathon,73,2:06:27,7587,Tsegaye GETACHEW,30-Nov-96,ETH,1,25.27671233,Riyadh (KSA),1195,0.177777778,2022.177778,,
2022,1-Jan,3-Apr,Marathon,73,2:06:27,7587,Olika ADUGNA,12-Sep-99,ETH,5,22.57260274,Paris (FRA),1195,0.255555556,2022.255556,,
2022,1-Jan,5-Mar,Marathon,75,2:06:28,7588,Andualem BELAY,5-Apr-92,ETH,2,29.93424658,Riyadh (KSA),1195,0.177777778,2022.177778,,
2022,1-Jan,8-May,Marathon,75,2:06:28,7588,Felix KIBITOK,9-Jun-91,KEN,5,30.93424658,Barcelona (ESP),1195,0.352777778,2022.352778,,
2022,1-Jan,25-Sep,Marathon,75,2:06:28,7588,Tadu ABATE,11-Sep-97,ETH,3,25.05479452,Berlin (GER),1195,0.733333333,2022.733333,,
2022,1-Jan,3-Apr,Marathon,78,2:06:31,7591,Shifera TAMRU,1-Oct-98,ETH,1,23.52054795,Daegu (KOR),1194,0.255555556,2022.255556,,
2022,1-Jan,23-Oct,Marathon,78,2:06:31,7591,Douglas CHEBII,1-Nov-93,KEN,3,28.99452055,Linz (AUT),1194,0.811111111,2022.811111,,
2022,1-Jan,23-Oct,Marathon,80,2:06:33,7593,Othmane EL GOUMRI,28-May-92,MAR,4,30.42465753,Linz (AUT),1193,0.811111111,2022.811111,,
2022,1-Jan,16-Oct,Marathon,81,2:06:34,7594,Josphat BOIT,25-Nov-95,KEN,10,26.90958904,Amsterdam (NED),1193,0.791666667,2022.791667,,
2022,1-Jan,6-Mar,Marathon,82,2:06:37,7597,Laban Kipngetich KORIR,30-Jun-85,KEN,6,36.70684932,Tokyo (JPN),1192,0.180555556,2022.180556,,
2022,1-Jan,10-Apr,Marathon,83,2:06:38,7598,Tadesse ABRAHAM,12-Aug-82,SUI,1,39.68767123,Zürich (SUI),1192,0.275,2022.275,,
2022,1-Jan,4-Dec,Marathon,83,2:06:38,7598,Getaneh MOLLA,10-Jan-94,ETH,11,28.91780822,Valencia (ESP),1192,0.925,2022.925,,
2022,1-Jan,25-Sep,Marathon,85,2:06:40,7600,Andamlak BELIHU,20-Nov-98,ETH,4,23.8630137,Berlin (GER),1191,0.733333333,2022.733333,,
2022,1-Jan,4-Dec,Marathon,86,2:06:43,7603,Maru TEFERI,17-Aug-92,ISR,1,30.31780822,Fukuoka (JPN),1190,0.925,2022.925,,
2022,1-Jan,24-Apr,Marathon,87,2:06:44,7604,Masresha BERE,11-Jan-98,ETH,6,24.29863014,Hamburg (GER),1190,0.313888889,2022.313889,,
2022,1-Jan,17-Jul,Marathon,87,2:06:44,7604,Mosinet GEREMEW,12-Feb-92,ETH,2,30.44657534,"Autzen Complex, Eugene, OR (USA)",1190,0.544444444,2022.544444,,
2022,1-Jan,27-Mar,Marathon,89,2:06:48,7608,Fikre BEKELE,11-Sep-98,ETH,1,23.55616438,Roma (ITA),1189,0.238888889,2022.238889,,
2022,1-Jan,17-Jul,Marathon,89,2:06:48,7608,Bashir ABDI,10-Feb-89,BEL,3,33.45205479,"Autzen Complex, Eugene, OR (USA)",1189,0.544444444,2022.544444,,
2022,1-Jan,4-Dec,Marathon,89,2:06:48,7608,Isaac MPOFU,20-Aug-88,ZIM,12,34.31232877,Valencia (ESP),1189,0.925,2022.925,,
2022,1-Jan,25-Sep,Marathon,92,2:06:49,7609,Abel KIPCHUMBA,3-Feb-94,KEN,5,28.66027397,Berlin (GER),1188,0.733333333,2022.733333,,
2022,1-Jan,24-Apr,Marathon,93,2:06:52,7612,Edwin KIPTOO,14-Aug-93,KEN,7,28.71232877,Hamburg (GER),1188,0.313888889,2022.313889,,
2022,1-Jan,3-Apr,Marathon,94,2:06:53,7613,Hillary KIPSAMBU,4-Feb-85,KEN,6,37.18356164,Paris (FRA),1187,0.255555556,2022.255556,,
2022,1-Jan,24-Apr,Marathon,94,2:06:53,7613,Cosmas Matolo MUTETI,16-May-91,KEN,1,30.96164384,Wien (AUT),1187,0.313888889,2022.313889,,
2022,1-Jan,17-Apr,Marathon,96,2:06:54,7614,Mark KORIR,6-Aug-88,KEN,4,33.71780822,Seoul (KOR),1187,0.294444444,2022.294444,,
2022,1-Jan,3-Apr,Marathon,97,2:06:55,7615,Mohamed Reda EL AARABY,12-Nov-89,MAR,7,32.4109589,Paris (FRA),1187,0.255555556,2022.255556,,
2022,1-Jan,17-Apr,Marathon,97,2:06:55,7615,Moses KIBET,4-Feb-97,KEN,5,25.21369863,Seoul (KOR),1187,0.294444444,2022.294444,,
2022,1-Jan,9-Oct,Marathon,97,2:06:55,7615,Pius KARANJA,15-Apr-92,KEN,1,30.50410959,Eindhoven (NED),1187,0.772222222,2022.772222,,
2022,1-Jan,20-Feb,Marathon,100,2:06:58,7618,Maru TEFERI,17-Aug-92,ISR,7,29.53150685,Sevilla (ESP),1186,0.136111111,2022.136111,,
2021,1-Jan,24-Oct,Marathon,1,2:03:36,7416,Bashir ABDI,10-Feb-89,BEL,1,32.72328767,Rotterdam (NED),1249,0.813888889,2021.813889,226,1.030474649
2021,1-Jan,17-Oct,Marathon,2,2:03:39,7419,Tamirat TOLA,11-Aug-91,ETH,1,30.20547945,Amsterdam (NED),1248,0.794444444,2021.794444,,
2021,1-Jan,16-May,Marathon,3,2:03:55,7435,Reuben Kiprop KIPYEGO,21-Aug-96,KEN,1,24.75068493,Milano (ITA),1243,0.375,2021.375,,
2021,1-Jan,3-Oct,Marathon,4,2:04:01,7441,Sisay LEMMA,12-Dec-90,ETH,1,30.83013699,London (GBR),1241,0.755555556,2021.755556,,
2021,1-Jan,24-Oct,Marathon,5,2:04:04,7444,Marius KIPSEREM,17-May-88,KEN,2,33.46027397,Rotterdam (NED),1240,0.813888889,2021.813889,,
2021,1-Jan,17-Oct,Marathon,6,2:04:09,7449,Bernard Kiprop KOECH,31-Jan-88,KEN,2,33.73424658,Amsterdam (NED),1238,0.794444444,2021.794444,,
2021,1-Jan,17-Oct,Marathon,7,2:04:12,7452,Leul GEBRESILASE,20-Sep-92,ETH,3,29.09315068,Amsterdam (NED),1237,0.794444444,2021.794444,,
2021,1-Jan,16-May,Marathon,8,2:04:17,7457,Barnabas KIPTUM,8-Dec-86,KEN,2,34.46027397,Milano (ITA),1236,0.375,2021.375,,
2021,1-Jan,17-Oct,Marathon,9,2:04:21,7461,Elisha ROTICH,12-Apr-90,KEN,1,31.5369863,Paris (FRA),1235,0.794444444,2021.794444,,
2021,1-Jan,24-Oct,Marathon,10,2:04:27,7467,Dawit WOLDE,19-May-91,ETH,3,30.45479452,Rotterdam (NED),1233,0.813888889,2021.813889,,
2021,1-Jan,3-Oct,Marathon,11,2:04:28,7468,Vincent KIPCHUMBA,3-Aug-90,KEN,2,31.1890411,London (GBR),1232,0.755555556,2021.755556,,
2021,1-Jan,16-May,Marathon,12,2:04:29,7469,Seifu TURA,19-Jun-97,ETH,3,23.92328767,Milano (ITA),1232,4.375,2025.375,,
2021,1-Jan,18-Apr,Marathon,13,2:04:30,7470,Eliud KIPCHOGE,5-Nov-84,KEN,1,36.4739726,Enschede (NED),1232,0.297222222,2021.297222,,
2021,1-Jan,16-May,Marathon,14,2:04:31,7471,Leul GEBRESILASE,20-Sep-92,ETH,4,28.67123288,Milano (ITA),1231,0.375,2021.375,,
2021,1-Jan,17-Oct,Marathon,15,2:04:32,7472,Jonathan Kipleting KORIR,20-Nov-86,KEN,4,34.93150685,Amsterdam (NED),1231,0.794444444,2021.794444,,
2021,1-Jan,17-Oct,Marathon,16,2:04:35,7475,Hiskel TEWELDE,15-Sep-86,ERI,5,35.11232877,Amsterdam (NED),1230,0.794444444,2021.794444,,
